127.0.0.1 - - [25/Jun/2016:11:39:46 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:33:54 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:33:54 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/transactions-inventory.jsp HTTP/1.1" 200 17050
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:44 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:45 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:45 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:45 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:34:45 +0800] "GET /SalonManagement/font/roboto/Roboto-Thin.woff2 HTTP/1.1" 200 48524
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/transactions-inventory.jsp HTTP/1.1" 200 17045
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:25 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/transactions-inventory.jsp HTTP/1.1" 200 17020
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:35:51 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/transactions-inventory.jsp HTTP/1.1" 200 17040
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:36:18 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:05 +0800] "GET /SalonManagement/transactions-reservation.jsp HTTP/1.1" 200 64580
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:55 +0800] "GET /SalonManagement/employeeMaintenance HTTP/1.1" 200 25446
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:55 +0800] "GET /SalonManagement/css/mtnc-emp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:56 +0800] "GET /SalonManagement/img/anon.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:56 +0800] "GET /SalonManagement/js/picker.date.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:56 +0800] "GET /SalonManagement/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:37:56 +0800] "GET /SalonManagement/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:38:23 +0800] "GET /SalonManagement/productServiceMaintenance HTTP/1.1" 200 25381
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:38:23 +0800] "GET /SalonManagement/js/priceformat.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:38:23 +0800] "GET /SalonManagement/img/packIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:39:50 +0800] "GET /SalonManagement/locationMaintenance HTTP/1.1" 200 12551
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:39:50 +0800] "GET /SalonManagement/css/mtnc-promo.css HTTP/1.1" 200 1985
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:39:50 +0800] "GET /SalonManagement/js/jquery.validate.min.js HTTP/1.1" 200 22691
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:46:01 +0800] "GET /SalonManagement/transactions-productorder.jsp HTTP/1.1" 200 21808
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:46:39 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27810
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27810
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:48:58 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27287
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:49:31 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27287
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:50:26 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27481
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:19 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:31 +0800] "POST /SalonManagement/createTag HTTP/1.1" 200 17038
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:51:31 +0800] "GET /SalonManagement/font/roboto/Roboto-Thin.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "POST /SalonManagement/createTag HTTP/1.1" 200 17038
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:04 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:53:08 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23687
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23691
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:00 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:28 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23691
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:28 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:28 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:28 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:28 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:29 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23691
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:54:42 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23770
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
